,symbol,sector,allocation
767,VIS,Construction Machinery & Heavy Transportation Equipment,0.06
768,VIS,Data Processing & Outsourced Services,0.012
769,VIS,Diversified Support Services,0.024
770,VIS,Electrical Components & Equipment,0.072
771,VIS,Environmental & Facilities Services,0.048
772,VIS,Heavy Electrical Equipment,0.001
773,VIS,Human Resource & Employment Services,0.048
774,VIS,Industrial Conglomerates,0.074
775,VIS,Industrial Machinery & Supplies & Components,0.105
776,VIS,Marine Transportation,0.002
777,VIS,Office Services & Supplies,0.003
778,VIS,Passenger Airlines,0.016
779,VIS,Passenger Ground Transportation,0.022
780,VIS,Rail Transportation,0.059
781,VIS,Research & Consulting Services,0.04
782,VIS,Security & Alarm Services,0.001
783,VIS,Trading Companies & Distributors,0.05
784,VYM,Basic Materials,0.024
785,VYM,Consumer Discretionary,0.09
786,VYM,Consumer Staples,0.13
787,VYM,Energy,0.113
788,VYM,Financials,0.197
789,VYM,Health Care,0.123
790,VYM,Industrials,0.121
791,VYM,Technology,0.076
792,VYM,Telecommunications,0.052
793,VYM,Utilities,0.074
794,VSTCX,Communication Services,0.025
795,VSTCX,Consumer Discretionary,0.129
796,VSTCX,Consumer Staples,0.037
797,VSTCX,Energy,0.071
798,VSTCX,Financials,0.167
799,VSTCX,Health Care,0.122
800,VSTCX,Industrials,0.195
801,VSTCX,Information Technology,0.111
802,VSTCX,Materials,0.051
803,VSTCX,Real Estate,0.064
804,VSTCX,Utilities,0.028
805,VEMPX,Communication Services,0.041
806,VEMPX,Consumer Discretionary,0.108
807,VEMPX,Consumer Staples,0.03
808,VEMPX,Energy,0.055
809,VEMPX,Financials,0.163
810,VEMPX,Health Care,0.117
811,VEMPX,Industrials,0.185
812,VEMPX,Information Technology,0.182
813,VEMPX,Materials,0.042
814,VEMPX,Real Estate,0.058
815,VEMPX,Utilities,0.019
816,VHYAX,Basic Materials,0.024
817,VHYAX,Consumer Discretionary,0.09
818,VHYAX,Consumer Staples,0.13
819,VHYAX,Energy,0.113
820,VHYAX,Financials,0.197
821,VHYAX,Health Care,0.123
822,VHYAX,Industrials,0.121
823,VHYAX,Technology,0.076
824,VHYAX,Telecommunications,0.052
825,VHYAX,Utilities,0.074
826,VRTGX,Basic Materials,0.034
827,VRTGX,Consumer Discretionary,0.127
828,VRTGX,Consumer Staples,0.039
829,VRTGX,Energy,0.066
830,VRTGX,Financials,0.052
831,VRTGX,Health Care,0.206
832,VRTGX,Industrials,0.228
833,VRTGX,Real Estate,0.016
834,VRTGX,Technology,0.197
835,VRTGX,Telecommunications,0.016
836,VRTGX,Utilities,0.019
837,VEVFX,Communication Services,0.059
838,VEVFX,Consumer Discretionary,0.129
839,VEVFX,Consumer Staples,0.023
840,VEVFX,Energy,0.074
841,VEVFX,Financials,0.15
842,VEVFX,Health Care,0.068
843,VEVFX,Industrials,0.214
844,VEVFX,Information Technology,0.088
845,VEVFX,Materials,0.093
846,VEVFX,Real Estate,0.09
847,VEVFX,Utilities,0.012
848,VMCIX,Basic Materials,0.04
849,VMCIX,Consumer Discretionary,0.13
850,VMCIX,Consumer Staples,0.049
851,VMCIX,Energy,0.056
852,VMCIX,Financials,0.128
853,VMCIX,Health Care,0.097
854,VMCIX,Industrials,0.18
855,VMCIX,Real Estate,0.084
856,VMCIX,Technology,0.138
857,VMCIX,Telecommunications,0.019
858,VMCIX,Utilities,0.079
859,VV,Basic Materials,0.017
860,VV,Consumer Discretionary,0.14
861,VV,Consumer Staples,0.054
862,VV,Energy,0.045
863,VV,Financials,0.1
864,VV,Health Care,0.126
865,VV,Industrials,0.116
866,VV,Real Estate,0.023
867,VV,Technology,0.328
868,VV,Telecommunications,0.023
869,VV,Utilities,0.028
870,VITNX,Basic Materials,0.02
871,VITNX,Consumer Discretionary,0.141
872,VITNX,Consumer Staples,0.052
873,VITNX,Energy,0.048
874,VITNX,Financials,0.105
875,VITNX,Health Care,0.125
876,VITNX,Industrials,0.128
877,VITNX,Real Estate,0.028
878,VITNX,Technology,0.303
879,VITNX,Telecommunications,0.022
880,VITNX,Utilities,0.028
881,VTWG,Basic Materials,0.034
882,VTWG,Consumer Discretionary,0.127
883,VTWG,Consumer Staples,0.039
884,VTWG,Energy,0.066
885,VTWG,Financials,0.052
886,VTWG,Health Care,0.206
887,VTWG,Industrials,0.228
888,VTWG,Real Estate,0.016
889,VTWG,Technology,0.197
890,VTWG,Telecommunications,0.016
891,VTWG,Utilities,0.019
892,VO,Basic Materials,0.04
893,VO,Consumer Discretionary,0.13
894,VO,Consumer Staples,0.049
895,VO,Energy,0.056
896,VO,Financials,0.128
897,VO,Health Care,0.097
898,VO,Industrials,0.18
899,VO,Real Estate,0.084
900,VO,Technology,0.138
901,VO,Telecommunications,0.019
902,VO,Utilities,0.079
903,MGC,Basic Materials,0.013
904,MGC,Consumer Discretionary,0.141
905,MGC,Consumer Staples,0.055
906,MGC,Energy,0.043
907,MGC,Financials,0.095
908,MGC,Health Care,0.131
909,MGC,Industrials,0.104
910,MGC,Real Estate,0.011
911,MGC,Technology,0.365
912,MGC,Telecommunications,0.024
913,MGC,Utilities,0.018
914,VMCPX,Basic Materials,0.04
915,VMCPX,Consumer Discretionary,0.13
916,VMCPX,Consumer Staples,0.049
917,VMCPX,Energy,0.056
918,VMCPX,Financials,0.128
919,VMCPX,Health Care,0.097
920,VMCPX,Industrials,0.18
921,VMCPX,Real Estate,0.084
922,VMCPX,Technology,0.138
923,VMCPX,Telecommunications,0.019
924,VMCPX,Utilities,0.079
925,VSGIX,Basic Materials,0.02
926,VSGIX,Consumer Discretionary,0.16
927,VSGIX,Consumer Staples,0.036
928,VSGIX,Energy,0.076
929,VSGIX,Financials,0.043
930,VSGIX,Health Care,0.169
931,VSGIX,Industrials,0.193
932,VSGIX,Real Estate,0.055
933,VSGIX,Technology,0.217
934,VSGIX,Telecommunications,0.017
935,VSGIX,Utilities,0.014
936,VFQY,Basic Materials,0.037
937,VFQY,Consumer Discretionary,0.19
938,VFQY,Consumer Staples,0.064
939,VFQY,Energy,0.072
940,VFQY,Financials,0.151
941,VFQY,Health Care,0.1
942,VFQY,Industrials,0.18
943,VFQY,Real Estate,0.001
944,VFQY,Technology,0.191
945,VFQY,Telecommunications,0.014
946,VMFGX,Communication Services,0.017
947,VMFGX,Consumer Discretionary,0.137
948,VMFGX,Consumer Staples,0.043
949,VMFGX,Energy,0.097
950,VMFGX,Financials,0.114
951,VMFGX,Health Care,0.102
952,VMFGX,Industrials,0.233
953,VMFGX,Information Technology,0.096
954,VMFGX,Materials,0.08
955,VMFGX,Real Estate,0.045
956,VMFGX,Utilities,0.036
957,VVIAX,Basic Materials,0.021
958,VVIAX,Consumer Discretionary,0.055
959,VVIAX,Consumer Staples,0.109
960,VVIAX,Energy,0.081
961,VVIAX,Financials,0.191
962,VVIAX,Health Care,0.18
963,VVIAX,Industrials,0.15
964,VVIAX,Real Estate,0.03
965,VVIAX,Technology,0.085
966,VVIAX,Telecommunications,0.039
967,VVIAX,Utilities,0.059
968,VCR,Apparel Retail,0.042
969,VCR,"Apparel, Accessories & Luxury Goods",0.023
970,VCR,Automobile Manufacturers,0.155
971,VCR,Automotive Parts & Equipment,0.021
972,VCR,Automotive Retail,0.038
973,VCR,Broadline Retail,0.264
974,VCR,Casinos & Gaming,0.021
975,VCR,Computer & Electronics Retail,0.005
976,VCR,Consumer Electronics,0.004
977,VCR,Distributors,0.01
978,VCR,Education Services,0.008
979,VCR,Footwear,0.037
980,VCR,Home Furnishings,0.004
981,VCR,Home Improvement Retail,0.094
982,VCR,Homebuilding,0.035
983,VCR,Homefurnishing Retail,0.005
984,VCR,"Hotels, Resorts & Cruise Lines",0.076
985,VCR,Household Appliances,0.003
986,VCR,Housewares & Specialties,0.001
987,VCR,Leisure Facilities,0.005
988,VCR,Leisure Products,0.01
989,VCR,Motorcycle Manufacturers,0.001
990,VCR,Other Specialty Retail,0.021
991,VCR,Restaurants,0.113
992,VCR,Specialized Consumer Services,0.006
993,VCR,Tires & Rubber,0.001
994,VSMSX,Communication Services,0.029
995,VSMSX,Consumer Discretionary,0.14
996,VSMSX,Consumer Staples,0.052
997,VSMSX,Energy,0.054
998,VSMSX,Financials,0.183
999,VSMSX,Health Care,0.102
1000,VSMSX,Industrials,0.173
1001,VSMSX,Information Technology,0.121
1002,VSMSX,Materials,0.05
1003,VSMSX,Real Estate,0.077
1004,VSMSX,Utilities,0.019
1005,VFTAX,Basic Materials,0.017
1006,VFTAX,Consumer Discretionary,0.158
1007,VFTAX,Consumer Staples,0.054
1008,VFTAX,Energy,0.001
1009,VFTAX,Financials,0.095
1010,VFTAX,Health Care,0.14
1011,VFTAX,Industrials,0.095
1012,VFTAX,Real Estate,0.027
1013,VFTAX,Technology,0.38
1014,VFTAX,Telecommunications,0.029
1015,VFTAX,Utilities,0.004
1016,MGV,Basic Materials,0.012
1017,MGV,Consumer Discretionary,0.049
1018,MGV,Consumer Staples,0.117
1019,MGV,Energy,0.09
1020,MGV,Financials,0.195
1021,MGV,Health Care,0.202
1022,MGV,Industrials,0.142
1023,MGV,Real Estate,0.012
1024,MGV,Technology,0.095
1025,MGV,Telecommunications,0.046
1026,MGV,Utilities,0.04
1027,VTCAX,Advertising,0.034
1028,VTCAX,Alternative Carriers,0.022
1029,VTCAX,Broadcasting,0.026
1030,VTCAX,Cable & Satellite,0.096
1031,VTCAX,Integrated Telecommunication Services,0.091
1032,VTCAX,Interactive Home Entertainment,0.034
1033,VTCAX,Interactive Media & Services,0.494
1034,VTCAX,Movies & Entertainment,0.147
1035,VTCAX,Publishing,0.019
1036,VTCAX,Wireless Telecommunication Services,0.037
1037,VSIIX,Basic Materials,0.051
1038,VSIIX,Consumer Discretionary,0.155
1039,VSIIX,Consumer Staples,0.035
1040,VSIIX,Energy,0.059
1041,VSIIX,Financials,0.21
1042,VSIIX,Health Care,0.056
1043,VSIIX,Industrials,0.237
1044,VSIIX,Real Estate,0.084
1045,VSIIX,Technology,0.057
1046,VSIIX,Telecommunications,0.01
1047,VSIIX,Utilities,0.046
1048,VCSAX,Agricultural Products & Services,0.032
1049,VCSAX,Brewers,0.007
1050,VCSAX,Consumer Staples Merchandise Retail,0.213
1051,VCSAX,Distillers & Vintners,0.026
1052,VCSAX,Drug Retail,0.007
1053,VCSAX,Food Distributors,0.027
1054,VCSAX,Food Retail,0.029
1055,VCSAX,Household Products,0.198
1056,VCSAX,Packaged Foods & Meats,0.147
1057,VCSAX,Personal Care Products,0.037
1058,VCSAX,Soft Drinks & Non-alcoholic Beverages,0.199
1059,VCSAX,Tobacco,0.078
1060,VOE,Basic Materials,0.058
1061,VOE,Consumer Discretionary,0.124
1062,VOE,Consumer Staples,0.075
1063,VOE,Energy,0.036
1064,VOE,Financials,0.182
1065,VOE,Health Care,0.079
1066,VOE,Industrials,0.167
1067,VOE,Real Estate,0.096
1068,VOE,Technology,0.052
1069,VOE,Utilities,0.131
1070,VTHR,Basic Materials,0.02
1071,VTHR,Consumer Discretionary,0.141
1072,VTHR,Consumer Staples,0.051
1073,VTHR,Energy,0.048
1074,VTHR,Financials,0.106
1075,VTHR,Health Care,0.125
1076,VTHR,Industrials,0.129
1077,VTHR,Real Estate,0.028
1078,VTHR,Technology,0.302
1079,VTHR,Telecommunications,0.023
1080,VTHR,Utilities,0.027
1081,VMNFX,Communication Services,0.039
1082,VMNFX,Consumer Discretionary,0.11
1083,VMNFX,Consumer Staples,0.048
1084,VMNFX,Energy,0.061
1085,VMNFX,Financials,0.157
1086,VMNFX,Health Care,0.105
1087,VMNFX,Industrials,0.189
1088,VMNFX,Information Technology,0.123
1089,VMNFX,Materials,0.061
1090,VMNFX,Real Estate,0.077
1091,VMNFX,Utilities,0.03
1092,VGWLX,Communication Services,0.051
1093,VGWLX,Consumer Discretionary,0.068
1094,VGWLX,Consumer Staples,0.063
1095,VGWLX,Energy,0.059
1096,VGWLX,Financials,0.207
1097,VGWLX,Health Care,0.156
1098,VGWLX,Industrials,0.131
1099,VGWLX,Information Technology,0.147
1100,VGWLX,Materials,0.027
1101,VGWLX,Real Estate,0.026
1102,VGWLX,Utilities,0.065
1103,VMCTX,Basic Materials,0.013
1104,VMCTX,Consumer Discretionary,0.141
1105,VMCTX,Consumer Staples,0.055
1106,VMCTX,Energy,0.043
1107,VMCTX,Financials,0.095
1108,VMCTX,Health Care,0.131
1109,VMCTX,Industrials,0.104
1110,VMCTX,Real Estate,0.011
1111,VMCTX,Technology,0.365
1112,VMCTX,Telecommunications,0.024
1113,VMCTX,Utilities,0.018
1114,VWIAX,Consumer Discretionary,0.047
1115,VWIAX,Consumer Staples,0.14
1116,VWIAX,Energy,0.122
1117,VWIAX,Financials,0.164
1118,VWIAX,Health Care,0.153
1119,VWIAX,Industrials,0.11
1120,VWIAX,Information Technology,0.091
1121,VWIAX,Materials,0.054
1122,VWIAX,Real Estate,0.043
1123,VWIAX,Utilities,0.076
1124,IVOG,Communication Services,0.017
1125,IVOG,Consumer Discretionary,0.137
1126,IVOG,Consumer Staples,0.043
1127,IVOG,Energy,0.097
1128,IVOG,Financials,0.114
1129,IVOG,Health Care,0.102
1130,IVOG,Industrials,0.233
1131,IVOG,Information Technology,0.096
1132,IVOG,Materials,0.08
1133,IVOG,Real Estate,0.045
1134,IVOG,Utilities,0.036
1135,VXF,Communication Services,0.041
1136,VXF,Consumer Discretionary,0.108
1137,VXF,Consumer Staples,0.03
1138,VXF,Energy,0.055
1139,VXF,Financials,0.163
1140,VXF,Health Care,0.117
1141,VXF,Industrials,0.185
1142,VXF,Information Technology,0.182
1143,VXF,Materials,0.042
1144,VXF,Real Estate,0.058
1145,VXF,Utilities,0.019
1146,VFMF,Basic Materials,0.044
1147,VFMF,Consumer Discretionary,0.205
1148,VFMF,Consumer Staples,0.053
1149,VFMF,Energy,0.141
1150,VFMF,Financials,0.132
1151,VFMF,Health Care,0.085
1152,VFMF,Industrials,0.17
1153,VFMF,Real Estate,0.004
1154,VFMF,Technology,0.148
1155,VFMF,Telecommunications,0.018
1156,VIOO,Communication Services,0.029
1157,VIOO,Consumer Discretionary,0.14
1158,VIOO,Consumer Staples,0.052
1159,VIOO,Energy,0.054
1160,VIOO,Financials,0.183
1161,VIOO,Health Care,0.102
1162,VIOO,Industrials,0.173
1163,VIOO,Information Technology,0.121
1164,VIOO,Materials,0.05
1165,VIOO,Real Estate,0.077
1166,VIOO,Utilities,0.019
1167,VBIAX,Basic Materials,0.02
1168,VBIAX,Consumer Discretionary,0.141
1169,VBIAX,Consumer Staples,0.052
1170,VBIAX,Energy,0.048
1171,VBIAX,Financials,0.105
1172,VBIAX,Health Care,0.125
1173,VBIAX,Industrials,0.128
1174,VBIAX,Real Estate,0.028
1175,VBIAX,Technology,0.303
1176,VBIAX,Telecommunications,0.022
1177,VBIAX,Utilities,0.028
1178,VIMAX,Basic Materials,0.04
1179,VIMAX,Consumer Discretionary,0.13
1180,VIMAX,Consumer Staples,0.049
1181,VIMAX,Energy,0.056
1182,VIMAX,Financials,0.128
1183,VIMAX,Health Care,0.097
1184,VIMAX,Industrials,0.18
1185,VIMAX,Real Estate,0.084
1186,VIMAX,Technology,0.138
1187,VIMAX,Telecommunications,0.019
1188,VIMAX,Utilities,0.079
1189,VIOV,Communication Services,0.038
1190,VIOV,Consumer Discretionary,0.196
1191,VIOV,Consumer Staples,0.037
1192,VIOV,Energy,0.045
1193,VIOV,Financials,0.2
1194,VIOV,Health Care,0.08
1195,VIOV,Industrials,0.154
1196,VIOV,Information Technology,0.078
1197,VIOV,Materials,0.044
1198,VIOV,Real Estate,0.113
1199,VIOV,Utilities,0.015
1200,VITSX,Basic Materials,0.02
1201,VITSX,Consumer Discretionary,0.141
1202,VITSX,Consumer Staples,0.051
1203,VITSX,Energy,0.048
1204,VITSX,Financials,0.105
1205,VITSX,Health Care,0.125
1206,VITSX,Industrials,0.128
1207,VITSX,Real Estate,0.028
1208,VITSX,Technology,0.304
1209,VITSX,Telecommunications,0.022
1210,VITSX,Utilities,0.028
1211,VLISX,Basic Materials,0.017
1212,VLISX,Consumer Discretionary,0.14
1213,VLISX,Consumer Staples,0.054
1214,VLISX,Energy,0.045
1215,VLISX,Financials,0.1
1216,VLISX,Health Care,0.126
1217,VLISX,Industrials,0.116
1218,VLISX,Real Estate,0.023
1219,VLISX,Technology,0.328
1220,VLISX,Telecommunications,0.023
1221,VLISX,Utilities,0.028
1222,VTI,Basic Materials,0.02
1223,VTI,Consumer Discretionary,0.141
1224,VTI,Consumer Staples,0.051
1225,VTI,Energy,0.048
1226,VTI,Financials,0.105
1227,VTI,Health Care,0.125
1228,VTI,Industrials,0.128
1229,VTI,Real Estate,0.028
1230,VTI,Technology,0.304
1231,VTI,Telecommunications,0.022
1232,VTI,Utilities,0.028
1233,VB,Basic Materials,0.038
1234,VB,Consumer Discretionary,0.158
1235,VB,Consumer Staples,0.036
1236,VB,Energy,0.066
1237,VB,Financials,0.138
1238,VB,Health Care,0.104
1239,VB,Industrials,0.218
1240,VB,Real Estate,0.071
1241,VB,Technology,0.126
1242,VB,Telecommunications,0.013
1243,VB,Utilities,0.032
1244,VONV,Basic Materials,0.036
1245,VONV,Consumer Discretionary,0.085
1246,VONV,Consumer Staples,0.079
1247,VONV,Energy,0.091
1248,VONV,Financials,0.194
1249,VONV,Health Care,0.144
1250,VONV,Industrials,0.152
1251,VONV,Real Estate,0.046
1252,VONV,Technology,0.076
1253,VONV,Telecommunications,0.043
1254,VONV,Utilities,0.054
1255,VNQ,Data Center REITs,0.091
1256,VNQ,Diversified Real Estate Activities,0.002
1257,VNQ,Diversified REITs,0.021
1258,VNQ,Health Care REITs,0.084
1259,VNQ,Hotel & Resort REITs,0.028
1260,VNQ,Industrial REITs,0.121
1261,VNQ,Multi-Family Residential REITs,0.086
1262,VNQ,Office REITs,0.043
1263,VNQ,Other Specialized REITs,0.061
1264,VNQ,Real Estate Development,0.002
1265,VNQ,Real Estate Operating Companies,0.004
1266,VNQ,Real Estate Services,0.064
1267,VNQ,Retail REITs,0.127
1268,VNQ,Self-Storage REITs,0.062
1269,VNQ,Single-Family Residential REITs,0.049
1270,VNQ,Telecom Tower REITs,0.129
1271,VNQ,Timber REITs,0.025
1272,VTSAX,Basic Materials,0.02
1273,VTSAX,Consumer Discretionary,0.141
1274,VTSAX,Consumer Staples,0.051
1275,VTSAX,Energy,0.048
1276,VTSAX,Financials,0.105
1277,VTSAX,Health Care,0.125
1278,VTSAX,Industrials,0.128
1279,VTSAX,Real Estate,0.028
1280,VTSAX,Technology,0.304
1281,VTSAX,Telecommunications,0.022
1282,VTSAX,Utilities,0.028
1283,VGSLX,Data Center REITs,0.091
1284,VGSLX,Diversified Real Estate Activities,0.002
1285,VGSLX,Diversified REITs,0.021
1286,VGSLX,Health Care REITs,0.084
1287,VGSLX,Hotel & Resort REITs,0.028
1288,VGSLX,Industrial REITs,0.121
1289,VGSLX,Multi-Family Residential REITs,0.086
1290,VGSLX,Office REITs,0.043
1291,VGSLX,Other Specialized REITs,0.061
1292,VGSLX,Real Estate Development,0.002
1293,VGSLX,Real Estate Operating Companies,0.004
1294,VGSLX,Real Estate Services,0.064
1295,VGSLX,Retail REITs,0.127
1296,VGSLX,Self-Storage REITs,0.062
1297,VGSLX,Single-Family Residential REITs,0.049
1298,VGSLX,Telecom Tower REITs,0.129
1299,VGSLX,Timber REITs,0.025
1300,VGWIX,Communication Services,0.045
1301,VGWIX,Consumer Discretionary,0.068
1302,VGWIX,Consumer Staples,0.071
1303,VGWIX,Energy,0.1
1304,VGWIX,Financials,0.236
1305,VGWIX,Health Care,0.15
1306,VGWIX,Industrials,0.082
1307,VGWIX,Information Technology,0.089
1308,VGWIX,Materials,0.02
1309,VGWIX,Real Estate,0.017
1310,VGWIX,Utilities,0.122
1311,VFVA,Basic Materials,0.064
1312,VFVA,Consumer Discretionary,0.176
1313,VFVA,Consumer Staples,0.058
1314,VFVA,Energy,0.125
1315,VFVA,Financials,0.269
1316,VFVA,Health Care,0.075
1317,VFVA,Industrials,0.133
1318,VFVA,Real Estate,0.002
1319,VFVA,Technology,0.058
1320,VFVA,Telecommunications,0.04
1321,VRGWX,Basic Materials,0.004
1322,VRGWX,Consumer Discretionary,0.191
1323,VRGWX,Consumer Staples,0.029
1324,VRGWX,Energy,0.007
1325,VRGWX,Financials,0.025
1326,VRGWX,Health Care,0.107
1327,VRGWX,Industrials,0.102
1328,VRGWX,Real Estate,0.009
1329,VRGWX,Technology,0.516
1330,VRGWX,Telecommunications,0.007
1331,VRGWX,Utilities,0.003
1332,VWUAX,Communication Services,0.149
1333,VWUAX,Consumer Discretionary,0.187
1334,VWUAX,Consumer Staples,0.011
1335,VWUAX,Energy,0.005
1336,VWUAX,Financials,0.095
1337,VWUAX,Health Care,0.107
1338,VWUAX,Industrials,0.038
1339,VWUAX,Information Technology,0.384
1340,VWUAX,Materials,0.001
1341,VWUAX,Real Estate,0.023
1342,VFAIX,Asset Management & Custody Banks,0.074
1343,VFAIX,Commercial & Residential Mortgage Financ,0.005
1344,VFAIX,Consumer Finance,0.039
1345,VFAIX,Diversified Banks,0.187
1346,VFAIX,Diversified Financial Services,0.01
1347,VFAIX,Financial Exchanges & Data,0.084
1348,VFAIX,Insurance Brokers,0.05
1349,VFAIX,Investment Banking & Brokerage,0.069
1350,VFAIX,Life & Health Insurance,0.035
1351,VFAIX,Mortgage REITs,0.009
1352,VFAIX,Multi-line Insurance,0.015
1353,VFAIX,Multi-Sector Holdings,0.087
1354,VFAIX,Property & Casualty Insurance,0.081
1355,VFAIX,Regional Banks,0.067
1356,VFAIX,Reinsurance,0.008
1357,VFAIX,Transaction & Payment Processing Service,0.18
1358,VEXAX,Communication Services,0.041
1359,VEXAX,Consumer Discretionary,0.108
1360,VEXAX,Consumer Staples,0.03
1361,VEXAX,Energy,0.055
1362,VEXAX,Financials,0.163
1363,VEXAX,Health Care,0.117
1364,VEXAX,Industrials,0.185
1365,VEXAX,Information Technology,0.182
1366,VEXAX,Materials,0.042
1367,VEXAX,Real Estate,0.058
1368,VEXAX,Utilities,0.019
1369,VBR,Basic Materials,0.051
1370,VBR,Consumer Discretionary,0.155
1371,VBR,Consumer Staples,0.035
1372,VBR,Energy,0.059
1373,VBR,Financials,0.21
1374,VBR,Health Care,0.056
1375,VBR,Industrials,0.237
1376,VBR,Real Estate,0.084
1377,VBR,Technology,0.057
1378,VBR,Telecommunications,0.01
1379,VBR,Utilities,0.046
1380,VUIAX,Electric Utilities,0.623
1381,VUIAX,Gas Utilities,0.043
1382,VUIAX,Independent Power Producers & Energy Traders,0.021
1383,VUIAX,Multi-Utilities,0.262
1384,VUIAX,Renewable Electricity,0.01
1385,VUIAX,Water Utilities,0.041
1386,VGHAX,Biotechnology,0.201
1387,VGHAX,Health Care Equipment,0.1
1388,VGHAX,Health Care Facilities,0.024
1389,VGHAX,Health Care Services,0.018
1390,VGHAX,Health Care Supplies,0.011
1391,VGHAX,Health Care Technology,0.002
1392,VGHAX,Life Sciences Tools & Services,0.078
1393,VGHAX,Managed Health Care,0.155
1394,VGHAX,Pharmaceuticals,0.41
1395,VBK,Basic Materials,0.02
1396,VBK,Consumer Discretionary,0.16
1397,VBK,Consumer Staples,0.036
1398,VBK,Energy,0.076
1399,VBK,Financials,0.043
1400,VBK,Health Care,0.169
1401,VBK,Industrials,0.193
1402,VBK,Real Estate,0.055
1403,VBK,Technology,0.217
1404,VBK,Telecommunications,0.017
1405,VBK,Utilities,0.014
1406,VGHCX,Biotechnology,0.201
1407,VGHCX,Health Care Equipment,0.1
1408,VGHCX,Health Care Facilities,0.024
1409,VGHCX,Health Care Services,0.018
1410,VGHCX,Health Care Supplies,0.011
1411,VGHCX,Health Care Technology,0.002
1412,VGHCX,Life Sciences Tools & Services,0.078
1413,VGHCX,Managed Health Care,0.155
1414,VGHCX,Pharmaceuticals,0.41
1415,VSPGX,Communication Services,0.075
1416,VSPGX,Consumer Discretionary,0.102
1417,VSPGX,Consumer Staples,0.064
1418,VSPGX,Energy,0.069
1419,VSPGX,Financials,0.075
1420,VSPGX,Health Care,0.172
1421,VSPGX,Industrials,0.052
1422,VSPGX,Information Technology,0.359
1423,VSPGX,Materials,0.019
1424,VSPGX,Real Estate,0.008
1425,VSPGX,Utilities,0.005
1426,VIVIX,Basic Materials,0.021
1427,VIVIX,Consumer Discretionary,0.055
1428,VIVIX,Consumer Staples,0.109
1429,VIVIX,Energy,0.081
1430,VIVIX,Financials,0.191
1431,VIVIX,Health Care,0.18
1432,VIVIX,Industrials,0.15
1433,VIVIX,Real Estate,0.03
1434,VIVIX,Technology,0.085
1435,VIVIX,Telecommunications,0.039
1436,VIVIX,Utilities,0.059
1437,VSMPX,Basic Materials,0.02
1438,VSMPX,Consumer Discretionary,0.141
1439,VSMPX,Consumer Staples,0.051
1440,VSMPX,Energy,0.048
1441,VSMPX,Financials,0.105
1442,VSMPX,Health Care,0.125
1443,VSMPX,Industrials,0.128
1444,VSMPX,Real Estate,0.028
1445,VSMPX,Technology,0.304
1446,VSMPX,Telecommunications,0.022
1447,VSMPX,Utilities,0.028
1448,VGSNX,Data Center REITs,0.091
1449,VGSNX,Diversified Real Estate Activities,0.002
1450,VGSNX,Diversified REITs,0.021
1451,VGSNX,Health Care REITs,0.084
1452,VGSNX,Hotel & Resort REITs,0.028
1453,VGSNX,Industrial REITs,0.121
1454,VGSNX,Multi-Family Residential REITs,0.086
1455,VGSNX,Office REITs,0.043
1456,VGSNX,Other Specialized REITs,0.061
1457,VGSNX,Real Estate Development,0.002
1458,VGSNX,Real Estate Operating Companies,0.004
1459,VGSNX,Real Estate Services,0.064
1460,VGSNX,Retail REITs,0.127
1461,VGSNX,Self-Storage REITs,0.062
1462,VGSNX,Single-Family Residential REITs,0.049
1463,VGSNX,Telecom Tower REITs,0.129
1464,VGSNX,Timber REITs,0.025
1465,VMVAX,Basic Materials,0.058
1466,VMVAX,Consumer Discretionary,0.124
1467,VMVAX,Consumer Staples,0.075
1468,VMVAX,Energy,0.036
1469,VMVAX,Financials,0.182
1470,VMVAX,Health Care,0.079
1471,VMVAX,Industrials,0.167
1472,VMVAX,Real Estate,0.096
1473,VMVAX,Technology,0.052
1474,VMVAX,Utilities,0.131
1475,VMGMX,Basic Materials,0.019
1476,VMGMX,Consumer Discretionary,0.134
1477,VMGMX,Consumer Staples,0.021
1478,VMGMX,Energy,0.08
1479,VMGMX,Financials,0.068
1480,VMGMX,Health Care,0.118
1481,VMGMX,Industrials,0.198
1482,VMGMX,Real Estate,0.071
1483,VMGMX,Technology,0.233
1484,VMGMX,Telecommunications,0.039
1485,VMGMX,Utilities,0.019
1486,VINIX,Communication Services,0.087
1487,VINIX,Consumer Discretionary,0.106
1488,VINIX,Consumer Staples,0.066
1489,VINIX,Energy,0.045
1490,VINIX,Financials,0.127
1491,VINIX,Health Care,0.132
1492,VINIX,Industrials,0.083
1493,VINIX,Information Technology,0.281
1494,VINIX,Materials,0.024
1495,VINIX,Real Estate,0.024
1496,VINIX,Utilities,0.025
1497,VONE,Basic Materials,0.019
1498,VONE,Consumer Discretionary,0.141
1499,VONE,Consumer Staples,0.052
1500,VONE,Energy,0.046
1501,VONE,Financials,0.104
1502,VONE,Health Care,0.124
1503,VONE,Industrials,0.126
1504,VONE,Real Estate,0.026
1505,VONE,Technology,0.311
1506,VONE,Telecommunications,0.024
1507,VONE,Utilities,0.027
1508,VTMFX,Basic Materials,0.016
1509,VTMFX,Consumer Discretionary,0.143
1510,VTMFX,Consumer Staples,0.05
1511,VTMFX,Energy,0.046
1512,VTMFX,Financials,0.103
1513,VTMFX,Health Care,0.123
1514,VTMFX,Industrials,0.127
1515,VTMFX,Real Estate,0.025
1516,VTMFX,Technology,0.314
