,symbol,sector,allocation
1517,VTMFX,Telecommunications,0.024
1518,VTMFX,Utilities,0.029
1519,VMGRX,Communication Services,0.048
1520,VMGRX,Consumer Discretionary,0.093
1521,VMGRX,Consumer Staples,0.028
1522,VMGRX,Energy,0.044
1523,VMGRX,Financials,0.102
1524,VMGRX,Health Care,0.196
1525,VMGRX,Industrials,0.209
1526,VMGRX,Information Technology,0.243
1527,VMGRX,Materials,0.02
1528,VMGRX,Real Estate,0.017
1529,VOO,Communication Services,0.087
1530,VOO,Consumer Discretionary,0.106
1531,VOO,Consumer Staples,0.066
1532,VOO,Energy,0.045
1533,VOO,Financials,0.127
1534,VOO,Health Care,0.132
1535,VOO,Industrials,0.083
1536,VOO,Information Technology,0.281
1537,VOO,Materials,0.024
1538,VOO,Real Estate,0.024
1539,VOO,Utilities,0.025
1540,VSGNX,Communication Services,0.021
1541,VSGNX,Consumer Discretionary,0.08
1542,VSGNX,Consumer Staples,0.067
1543,VSGNX,Energy,0.062
1544,VSGNX,Financials,0.165
1545,VSGNX,Health Care,0.126
1546,VSGNX,Industrials,0.192
1547,VSGNX,Information Technology,0.165
1548,VSGNX,Materials,0.059
1549,VSGNX,Real Estate,0.039
1550,VSGNX,Utilities,0.024
1551,VGENX,Information Technology,0.006
1552,VGENX,Integrated Oil & Gas,0.361
1553,VGENX,Materials,0.004
1554,VGENX,Oil & Gas Equipment & Services,0.039
1555,VGENX,Oil & Gas Exploration & Production,0.158
1556,VGENX,Oil & Gas Refining & Marketing,0.049
1557,VGENX,Oil & Gas Storage & Transportation,0.065
1558,VGENX,Utilities,0.319
1559,ESGV,Basic Materials,0.018
1560,ESGV,Consumer Discretionary,0.158
1561,ESGV,Consumer Staples,0.053
1562,ESGV,Energy,0.001
1563,ESGV,Financials,0.102
1564,ESGV,Health Care,0.139
1565,ESGV,Industrials,0.106
1566,ESGV,Real Estate,0.032
1567,ESGV,Technology,0.358
1568,ESGV,Telecommunications,0.027
1569,ESGV,Utilities,0.006
1570,VSCPX,Basic Materials,0.038
1571,VSCPX,Consumer Discretionary,0.158
1572,VSCPX,Consumer Staples,0.036
1573,VSCPX,Energy,0.066
1574,VSCPX,Financials,0.138
1575,VSCPX,Health Care,0.104
1576,VSCPX,Industrials,0.218
1577,VSCPX,Real Estate,0.071
1578,VSCPX,Technology,0.126
1579,VSCPX,Telecommunications,0.013
1580,VSCPX,Utilities,0.032
1581,VEIPX,Communication Services,0.011
1582,VEIPX,Consumer Discretionary,0.053
1583,VEIPX,Consumer Staples,0.141
1584,VEIPX,Energy,0.116
1585,VEIPX,Financials,0.187
1586,VEIPX,Health Care,0.154
1587,VEIPX,Industrials,0.107
1588,VEIPX,Information Technology,0.086
1589,VEIPX,Materials,0.044
1590,VEIPX,Real Estate,0.021
1591,VEIPX,Utilities,0.08
1592,VOOV,Communication Services,0.102
1593,VOOV,Consumer Discretionary,0.111
1594,VOOV,Consumer Staples,0.069
1595,VOOV,Energy,0.017
1596,VOOV,Financials,0.192
1597,VOOV,Health Care,0.082
1598,VOOV,Industrials,0.119
1599,VOOV,Information Technology,0.186
1600,VOOV,Materials,0.031
1601,VOOV,Real Estate,0.042
1602,VOOV,Utilities,0.049
1603,VSEQX,Communication Services,0.036
1604,VSEQX,Consumer Discretionary,0.117
1605,VSEQX,Consumer Staples,0.043
1606,VSEQX,Energy,0.06
1607,VSEQX,Financials,0.145
1608,VSEQX,Health Care,0.106
1609,VSEQX,Industrials,0.184
1610,VSEQX,Information Technology,0.136
1611,VSEQX,Materials,0.058
1612,VSEQX,Real Estate,0.066
1613,VSEQX,Utilities,0.049
1614,VIGAX,Basic Materials,0.014
1615,VIGAX,Consumer Discretionary,0.21
1616,VIGAX,Consumer Staples,0.007
1617,VIGAX,Energy,0.015
1618,VIGAX,Financials,0.024
1619,VIGAX,Health Care,0.081
1620,VIGAX,Industrials,0.088
1621,VIGAX,Real Estate,0.018
1622,VIGAX,Technology,0.531
1623,VIGAX,Telecommunications,0.01
1624,VIGAX,Utilities,0.002
1625,VSMVX,Communication Services,0.038
1626,VSMVX,Consumer Discretionary,0.196
1627,VSMVX,Consumer Staples,0.037
1628,VSMVX,Energy,0.045
1629,VSMVX,Financials,0.2
1630,VSMVX,Health Care,0.08
1631,VSMVX,Industrials,0.154
1632,VSMVX,Information Technology,0.078
1633,VSMVX,Materials,0.044
1634,VSMVX,Real Estate,0.113
1635,VSMVX,Utilities,0.015
1636,VGT,Application Software,0.151
1637,VGT,Communications Equipment,0.038
1638,VGT,Electronic Components,0.011
1639,VGT,Electronic Equipment & Instruments,0.015
1640,VGT,Electronic Manufacturing Services,0.012
1641,VGT,Internet Services & Infrastructure,0.018
1642,VGT,IT Consulting & Other Services,0.041
1643,VGT,Semiconductor Materials & Equipment,0.036
1644,VGT,Semiconductors,0.194
1645,VGT,Systems Software,0.246
1646,VGT,Technology Distributors,0.007
1647,VGT,"Technology Hardware, Storage & Periphera",0.233
1648,VENAX,Coal & Consumable Fuels,0.005
1649,VENAX,Integrated Oil & Gas,0.382
1650,VENAX,Oil & Gas Drilling,0.013
1651,VENAX,Oil & Gas Equipment & Services,0.106
1652,VENAX,Oil & Gas Exploration & Production,0.293
1653,VENAX,Oil & Gas Refining & Marketing,0.098
1654,VENAX,Oil & Gas Storage & Transportation,0.104
1655,VEIRX,Communication Services,0.011
1656,VEIRX,Consumer Discretionary,0.053
1657,VEIRX,Consumer Staples,0.141
1658,VEIRX,Energy,0.116
1659,VEIRX,Financials,0.187
1660,VEIRX,Health Care,0.154
1661,VEIRX,Industrials,0.107
1662,VEIRX,Information Technology,0.086
1663,VEIRX,Materials,0.044
1664,VEIRX,Real Estate,0.021
1665,VEIRX,Utilities,0.08
1666,VGELX,Information Technology,0.006
1667,VGELX,Integrated Oil & Gas,0.361
1668,VGELX,Materials,0.004
1669,VGELX,Oil & Gas Equipment & Services,0.039
1670,VGELX,Oil & Gas Exploration & Production,0.158
1671,VGELX,Oil & Gas Refining & Marketing,0.049
1672,VGELX,Oil & Gas Storage & Transportation,0.065
1673,VGELX,Utilities,0.319
1674,VSCIX,Basic Materials,0.038
1675,VSCIX,Consumer Discretionary,0.158
1676,VSCIX,Consumer Staples,0.036
1677,VSCIX,Energy,0.066
1678,VSCIX,Financials,0.138
1679,VSCIX,Health Care,0.104
1680,VSCIX,Industrials,0.218
1681,VSCIX,Real Estate,0.071
1682,VSCIX,Technology,0.126
1683,VSCIX,Telecommunications,0.013
1684,VSCIX,Utilities,0.032
1685,VTV,Basic Materials,0.021
1686,VTV,Consumer Discretionary,0.055
1687,VTV,Consumer Staples,0.109
1688,VTV,Energy,0.081
1689,VTV,Financials,0.191
1690,VTV,Health Care,0.18
1691,VTV,Industrials,0.15
1692,VTV,Real Estate,0.03
1693,VTV,Technology,0.085
1694,VTV,Telecommunications,0.039
1695,VTV,Utilities,0.059
1696,VITPX,Basic Materials,0.02
1697,VITPX,Consumer Discretionary,0.141
1698,VITPX,Consumer Staples,0.052
1699,VITPX,Energy,0.048
1700,VITPX,Financials,0.105
1701,VITPX,Health Care,0.125
1702,VITPX,Industrials,0.128
1703,VITPX,Real Estate,0.028
1704,VITPX,Technology,0.303
1705,VITPX,Telecommunications,0.022
1706,VITPX,Utilities,0.028
