,symbol,sector,allocation
804,VIS,Data Processing & Outsourced Services,0.012
805,VIS,Diversified Support Services,0.024
806,VIS,Electrical Components & Equipment,0.072
807,VIS,Environmental & Facilities Services,0.048
808,VIS,Heavy Electrical Equipment,0.001
809,VIS,Human Resource & Employment Services,0.048
810,VIS,Industrial Conglomerates,0.074
811,VIS,Industrial Machinery & Supplies & Components,0.105
812,VIS,Marine Transportation,0.002
813,VIS,Office Services & Supplies,0.003
814,VIS,Passenger Airlines,0.016
815,VIS,Passenger Ground Transportation,0.022
816,VIS,Rail Transportation,0.059
817,VIS,Research & Consulting Services,0.04
818,VIS,Security & Alarm Services,0.001
819,VIS,Trading Companies & Distributors,0.05
820,VYM,Basic Materials,0.024
821,VYM,Consumer Discretionary,0.09
822,VYM,Consumer Staples,0.13
823,VYM,Energy,0.113
824,VYM,Financials,0.197
825,VYM,Health Care,0.123
826,VYM,Industrials,0.121
827,VYM,Technology,0.076
828,VYM,Telecommunications,0.052
829,VYM,Utilities,0.074
830,VSTCX,Communication Services,0.025
831,VSTCX,Consumer Discretionary,0.129
832,VSTCX,Consumer Staples,0.037
833,VSTCX,Energy,0.071
834,VSTCX,Financials,0.167
835,VSTCX,Health Care,0.122
836,VSTCX,Industrials,0.195
837,VSTCX,Information Technology,0.111
838,VSTCX,Materials,0.051
839,VSTCX,Real Estate,0.064
840,VSTCX,Utilities,0.028
841,VEMPX,Communication Services,0.041
842,VEMPX,Consumer Discretionary,0.108
843,VEMPX,Consumer Staples,0.03
844,VEMPX,Energy,0.055
845,VEMPX,Financials,0.163
846,VEMPX,Health Care,0.117
847,VEMPX,Industrials,0.185
848,VEMPX,Information Technology,0.182
849,VEMPX,Materials,0.042
850,VEMPX,Real Estate,0.058
851,VEMPX,Utilities,0.019
852,VHYAX,Basic Materials,0.024
853,VHYAX,Consumer Discretionary,0.09
854,VHYAX,Consumer Staples,0.13
855,VHYAX,Energy,0.113
856,VHYAX,Financials,0.197
857,VHYAX,Health Care,0.123
858,VHYAX,Industrials,0.121
859,VHYAX,Technology,0.076
860,VHYAX,Telecommunications,0.052
861,VHYAX,Utilities,0.074
862,VRTGX,Basic Materials,0.034
863,VRTGX,Consumer Discretionary,0.127
864,VRTGX,Consumer Staples,0.039
865,VRTGX,Energy,0.066
866,VRTGX,Financials,0.052
867,VRTGX,Health Care,0.206
868,VRTGX,Industrials,0.228
869,VRTGX,Real Estate,0.016
870,VRTGX,Technology,0.197
871,VRTGX,Telecommunications,0.016
872,VRTGX,Utilities,0.019
873,VEVFX,Communication Services,0.059
874,VEVFX,Consumer Discretionary,0.129
875,VEVFX,Consumer Staples,0.023
876,VEVFX,Energy,0.074
877,VEVFX,Financials,0.15
878,VEVFX,Health Care,0.068
879,VEVFX,Industrials,0.214
880,VEVFX,Information Technology,0.088
881,VEVFX,Materials,0.093
882,VEVFX,Real Estate,0.09
883,VEVFX,Utilities,0.012
884,VMCIX,Basic Materials,0.04
885,VMCIX,Consumer Discretionary,0.13
886,VMCIX,Consumer Staples,0.049
887,VMCIX,Energy,0.056
888,VMCIX,Financials,0.128
889,VMCIX,Health Care,0.097
890,VMCIX,Industrials,0.18
891,VMCIX,Real Estate,0.084
892,VMCIX,Technology,0.138
893,VMCIX,Telecommunications,0.019
894,VMCIX,Utilities,0.079
895,VV,Basic Materials,0.017
896,VV,Consumer Discretionary,0.14
897,VV,Consumer Staples,0.054
898,VV,Energy,0.045
899,VV,Financials,0.1
900,VV,Health Care,0.126
901,VV,Industrials,0.116
902,VV,Real Estate,0.023
903,VV,Technology,0.328
904,VV,Telecommunications,0.023
905,VV,Utilities,0.028
906,VITNX,Basic Materials,0.02
907,VITNX,Consumer Discretionary,0.141
908,VITNX,Consumer Staples,0.052
909,VITNX,Energy,0.048
910,VITNX,Financials,0.105
911,VITNX,Health Care,0.125
912,VITNX,Industrials,0.128
913,VITNX,Real Estate,0.028
914,VITNX,Technology,0.303
915,VITNX,Telecommunications,0.022
916,VITNX,Utilities,0.028
917,VTWG,Basic Materials,0.034
918,VTWG,Consumer Discretionary,0.127
919,VTWG,Consumer Staples,0.039
920,VTWG,Energy,0.066
921,VTWG,Financials,0.052
922,VTWG,Health Care,0.206
923,VTWG,Industrials,0.228
924,VTWG,Real Estate,0.016
925,VTWG,Technology,0.197
926,VTWG,Telecommunications,0.016
927,VTWG,Utilities,0.019
928,VO,Basic Materials,0.04
929,VO,Consumer Discretionary,0.13
930,VO,Consumer Staples,0.049
931,VO,Energy,0.056
932,VO,Financials,0.128
933,VO,Health Care,0.097
934,VO,Industrials,0.18
935,VO,Real Estate,0.084
936,VO,Technology,0.138
937,VO,Telecommunications,0.019
938,VO,Utilities,0.079
939,MGC,Basic Materials,0.013
940,MGC,Consumer Discretionary,0.141
941,MGC,Consumer Staples,0.055
942,MGC,Energy,0.043
943,MGC,Financials,0.095
944,MGC,Health Care,0.131
945,MGC,Industrials,0.104
946,MGC,Real Estate,0.011
947,MGC,Technology,0.365
948,MGC,Telecommunications,0.024
949,MGC,Utilities,0.018
950,VMCPX,Basic Materials,0.04
951,VMCPX,Consumer Discretionary,0.13
952,VMCPX,Consumer Staples,0.049
953,VMCPX,Energy,0.056
954,VMCPX,Financials,0.128
955,VMCPX,Health Care,0.097
956,VMCPX,Industrials,0.18
957,VMCPX,Real Estate,0.084
958,VMCPX,Technology,0.138
959,VMCPX,Telecommunications,0.019
960,VMCPX,Utilities,0.079
961,VSGIX,Basic Materials,0.02
962,VSGIX,Consumer Discretionary,0.16
963,VSGIX,Consumer Staples,0.036
964,VSGIX,Energy,0.076
965,VSGIX,Financials,0.043
966,VSGIX,Health Care,0.169
967,VSGIX,Industrials,0.193
968,VSGIX,Real Estate,0.055
969,VSGIX,Technology,0.217
970,VSGIX,Telecommunications,0.017
971,VSGIX,Utilities,0.014
972,VFQY,Basic Materials,0.037
973,VFQY,Consumer Discretionary,0.19
974,VFQY,Consumer Staples,0.064
975,VFQY,Energy,0.072
976,VFQY,Financials,0.151
977,VFQY,Health Care,0.1
978,VFQY,Industrials,0.18
979,VFQY,Real Estate,0.001
980,VFQY,Technology,0.191
981,VFQY,Telecommunications,0.014
982,VMFGX,Communication Services,0.017
983,VMFGX,Consumer Discretionary,0.137
984,VMFGX,Consumer Staples,0.043
985,VMFGX,Energy,0.097
986,VMFGX,Financials,0.114
987,VMFGX,Health Care,0.102
988,VMFGX,Industrials,0.233
989,VMFGX,Information Technology,0.096
990,VMFGX,Materials,0.08
991,VMFGX,Real Estate,0.045
992,VMFGX,Utilities,0.036
993,VVIAX,Basic Materials,0.021
994,VVIAX,Consumer Discretionary,0.055
995,VVIAX,Consumer Staples,0.109
996,VVIAX,Energy,0.081
997,VVIAX,Financials,0.191
998,VVIAX,Health Care,0.18
999,VVIAX,Industrials,0.15
1000,VVIAX,Real Estate,0.03
1001,VVIAX,Technology,0.085
1002,VVIAX,Telecommunications,0.039
1003,VVIAX,Utilities,0.059
1004,VCR,Apparel Retail,0.042
1005,VCR,"Apparel, Accessories & Luxury Goods",0.023
1006,VCR,Automobile Manufacturers,0.155
1007,VCR,Automotive Parts & Equipment,0.021
1008,VCR,Automotive Retail,0.038
1009,VCR,Broadline Retail,0.264
1010,VCR,Casinos & Gaming,0.021
1011,VCR,Computer & Electronics Retail,0.005
1012,VCR,Consumer Electronics,0.004
1013,VCR,Distributors,0.01
1014,VCR,Education Services,0.008
1015,VCR,Footwear,0.037
1016,VCR,Home Furnishings,0.004
1017,VCR,Home Improvement Retail,0.094
1018,VCR,Homebuilding,0.035
1019,VCR,Homefurnishing Retail,0.005
1020,VCR,"Hotels, Resorts & Cruise Lines",0.076
1021,VCR,Household Appliances,0.003
1022,VCR,Housewares & Specialties,0.001
1023,VCR,Leisure Facilities,0.005
1024,VCR,Leisure Products,0.01
1025,VCR,Motorcycle Manufacturers,0.001
1026,VCR,Other Specialty Retail,0.021
1027,VCR,Restaurants,0.113
1028,VCR,Specialized Consumer Services,0.006
1029,VCR,Tires & Rubber,0.001
1030,VSMSX,Communication Services,0.029
1031,VSMSX,Consumer Discretionary,0.14
1032,VSMSX,Consumer Staples,0.052
1033,VSMSX,Energy,0.054
1034,VSMSX,Financials,0.183
1035,VSMSX,Health Care,0.102
1036,VSMSX,Industrials,0.173
1037,VSMSX,Information Technology,0.121
1038,VSMSX,Materials,0.05
1039,VSMSX,Real Estate,0.077
1040,VSMSX,Utilities,0.019
1041,VFTAX,Basic Materials,0.017
1042,VFTAX,Consumer Discretionary,0.158
1043,VFTAX,Consumer Staples,0.054
1044,VFTAX,Energy,0.001
1045,VFTAX,Financials,0.095
1046,VFTAX,Health Care,0.14
1047,VFTAX,Industrials,0.095
1048,VFTAX,Real Estate,0.027
1049,VFTAX,Technology,0.38
1050,VFTAX,Telecommunications,0.029
1051,VFTAX,Utilities,0.004
1052,MGV,Basic Materials,0.012
1053,MGV,Consumer Discretionary,0.049
1054,MGV,Consumer Staples,0.117
1055,MGV,Energy,0.09
1056,MGV,Financials,0.195
1057,MGV,Health Care,0.202
1058,MGV,Industrials,0.142
1059,MGV,Real Estate,0.012
1060,MGV,Technology,0.095
1061,MGV,Telecommunications,0.046
1062,MGV,Utilities,0.04
1063,VTCAX,Advertising,0.034
1064,VTCAX,Alternative Carriers,0.022
1065,VTCAX,Broadcasting,0.026
1066,VTCAX,Cable & Satellite,0.096
1067,VTCAX,Integrated Telecommunication Services,0.091
1068,VTCAX,Interactive Home Entertainment,0.034
1069,VTCAX,Interactive Media & Services,0.494
1070,VTCAX,Movies & Entertainment,0.147
1071,VTCAX,Publishing,0.019
1072,VTCAX,Wireless Telecommunication Services,0.037
1073,VSIIX,Basic Materials,0.051
1074,VSIIX,Consumer Discretionary,0.155
1075,VSIIX,Consumer Staples,0.035
1076,VSIIX,Energy,0.059
1077,VSIIX,Financials,0.21
1078,VSIIX,Health Care,0.056
1079,VSIIX,Industrials,0.237
1080,VSIIX,Real Estate,0.084
1081,VSIIX,Technology,0.057
1082,VSIIX,Telecommunications,0.01
1083,VSIIX,Utilities,0.046
1084,VCSAX,Agricultural Products & Services,0.032
1085,VCSAX,Brewers,0.007
1086,VCSAX,Consumer Staples Merchandise Retail,0.213
1087,VCSAX,Distillers & Vintners,0.026
1088,VCSAX,Drug Retail,0.007
1089,VCSAX,Food Distributors,0.027
1090,VCSAX,Food Retail,0.029
1091,VCSAX,Household Products,0.198
1092,VCSAX,Packaged Foods & Meats,0.147
1093,VCSAX,Personal Care Products,0.037
1094,VCSAX,Soft Drinks & Non-alcoholic Beverages,0.199
1095,VCSAX,Tobacco,0.078
1096,VOE,Basic Materials,0.058
1097,VOE,Consumer Discretionary,0.124
1098,VOE,Consumer Staples,0.075
1099,VOE,Energy,0.036
1100,VOE,Financials,0.182
1101,VOE,Health Care,0.079
1102,VOE,Industrials,0.167
1103,VOE,Real Estate,0.096
1104,VOE,Technology,0.052
1105,VOE,Utilities,0.131
1106,VTHR,Basic Materials,0.02
1107,VTHR,Consumer Discretionary,0.141
1108,VTHR,Consumer Staples,0.051
1109,VTHR,Energy,0.048
1110,VTHR,Financials,0.106
1111,VTHR,Health Care,0.125
1112,VTHR,Industrials,0.129
1113,VTHR,Real Estate,0.028
1114,VTHR,Technology,0.302
1115,VTHR,Telecommunications,0.023
1116,VTHR,Utilities,0.027
1117,VMNFX,Communication Services,0.039
1118,VMNFX,Consumer Discretionary,0.11
1119,VMNFX,Consumer Staples,0.048
1120,VMNFX,Energy,0.061
1121,VMNFX,Financials,0.157
1122,VMNFX,Health Care,0.105
1123,VMNFX,Industrials,0.189
1124,VMNFX,Information Technology,0.123
1125,VMNFX,Materials,0.061
1126,VMNFX,Real Estate,0.077
1127,VMNFX,Utilities,0.03
1128,VGWLX,Communication Services,0.051
1129,VGWLX,Consumer Discretionary,0.068
1130,VGWLX,Consumer Staples,0.063
1131,VGWLX,Energy,0.059
1132,VGWLX,Financials,0.207
1133,VGWLX,Health Care,0.156
1134,VGWLX,Industrials,0.131
1135,VGWLX,Information Technology,0.147
1136,VGWLX,Materials,0.027
1137,VGWLX,Real Estate,0.026
1138,VGWLX,Utilities,0.065
1139,VMCTX,Basic Materials,0.013
1140,VMCTX,Consumer Discretionary,0.141
1141,VMCTX,Consumer Staples,0.055
1142,VMCTX,Energy,0.043
1143,VMCTX,Financials,0.095
1144,VMCTX,Health Care,0.131
1145,VMCTX,Industrials,0.104
1146,VMCTX,Real Estate,0.011
1147,VMCTX,Technology,0.365
1148,VMCTX,Telecommunications,0.024
1149,VMCTX,Utilities,0.018
1150,VWIAX,Consumer Discretionary,0.047
1151,VWIAX,Consumer Staples,0.14
1152,VWIAX,Energy,0.122
1153,VWIAX,Financials,0.164
1154,VWIAX,Health Care,0.153
1155,VWIAX,Industrials,0.11
1156,VWIAX,Information Technology,0.091
1157,VWIAX,Materials,0.054
1158,VWIAX,Real Estate,0.043
1159,VWIAX,Utilities,0.076
1160,IVOG,Communication Services,0.017
1161,IVOG,Consumer Discretionary,0.137
1162,IVOG,Consumer Staples,0.043
1163,IVOG,Energy,0.097
1164,IVOG,Financials,0.114
1165,IVOG,Health Care,0.102
1166,IVOG,Industrials,0.233
1167,IVOG,Information Technology,0.096
1168,IVOG,Materials,0.08
1169,IVOG,Real Estate,0.045
1170,IVOG,Utilities,0.036
1171,VXF,Communication Services,0.041
1172,VXF,Consumer Discretionary,0.108
1173,VXF,Consumer Staples,0.03
1174,VXF,Energy,0.055
1175,VXF,Financials,0.163
1176,VXF,Health Care,0.117
1177,VXF,Industrials,0.185
1178,VXF,Information Technology,0.182
1179,VXF,Materials,0.042
1180,VXF,Real Estate,0.058
1181,VXF,Utilities,0.019
1182,VFMF,Basic Materials,0.044
1183,VFMF,Consumer Discretionary,0.205
1184,VFMF,Consumer Staples,0.053
1185,VFMF,Energy,0.141
1186,VFMF,Financials,0.132
1187,VFMF,Health Care,0.085
1188,VFMF,Industrials,0.17
1189,VFMF,Real Estate,0.004
1190,VFMF,Technology,0.148
1191,VFMF,Telecommunications,0.018
1192,VIOO,Communication Services,0.029
1193,VIOO,Consumer Discretionary,0.14
1194,VIOO,Consumer Staples,0.052
1195,VIOO,Energy,0.054
1196,VIOO,Financials,0.183
1197,VIOO,Health Care,0.102
1198,VIOO,Industrials,0.173
1199,VIOO,Information Technology,0.121
1200,VIOO,Materials,0.05
1201,VIOO,Real Estate,0.077
1202,VIOO,Utilities,0.019
1203,VBIAX,Basic Materials,0.02
1204,VBIAX,Consumer Discretionary,0.141
1205,VBIAX,Consumer Staples,0.052
1206,VBIAX,Energy,0.048
1207,VBIAX,Financials,0.105
1208,VBIAX,Health Care,0.125
1209,VBIAX,Industrials,0.128
1210,VBIAX,Real Estate,0.028
1211,VBIAX,Technology,0.303
1212,VBIAX,Telecommunications,0.022
1213,VBIAX,Utilities,0.028
1214,VIMAX,Basic Materials,0.04
1215,VIMAX,Consumer Discretionary,0.13
1216,VIMAX,Consumer Staples,0.049
1217,VIMAX,Energy,0.056
1218,VIMAX,Financials,0.128
1219,VIMAX,Health Care,0.097
1220,VIMAX,Industrials,0.18
1221,VIMAX,Real Estate,0.084
1222,VIMAX,Technology,0.138
1223,VIMAX,Telecommunications,0.019
1224,VIMAX,Utilities,0.079
1225,VIOV,Communication Services,0.038
1226,VIOV,Consumer Discretionary,0.196
1227,VIOV,Consumer Staples,0.037
1228,VIOV,Energy,0.045
1229,VIOV,Financials,0.2
1230,VIOV,Health Care,0.08
1231,VIOV,Industrials,0.154
1232,VIOV,Information Technology,0.078
1233,VIOV,Materials,0.044
1234,VIOV,Real Estate,0.113
1235,VIOV,Utilities,0.015
1244,VITSX,Basic Materials,0.02
1245,VITSX,Consumer Discretionary,0.141
1246,VITSX,Consumer Staples,0.051
1247,VITSX,Energy,0.048
1248,VITSX,Financials,0.105
1249,VITSX,Health Care,0.125
1250,VITSX,Industrials,0.128
1251,VITSX,Real Estate,0.028
1252,VITSX,Technology,0.304
1253,VITSX,Telecommunications,0.022
1254,VITSX,Utilities,0.028
1255,VLISX,Basic Materials,0.017
1256,VLISX,Consumer Discretionary,0.14
1257,VLISX,Consumer Staples,0.054
1258,VLISX,Energy,0.045
1259,VLISX,Financials,0.1
1260,VLISX,Health Care,0.126
1261,VLISX,Industrials,0.116
1262,VLISX,Real Estate,0.023
1263,VLISX,Technology,0.328
1264,VLISX,Telecommunications,0.023
1265,VLISX,Utilities,0.028
1266,VTI,Basic Materials,0.02
1267,VTI,Consumer Discretionary,0.141
1268,VTI,Consumer Staples,0.051
1269,VTI,Energy,0.048
1270,VTI,Financials,0.105
1271,VTI,Health Care,0.125
1272,VTI,Industrials,0.128
1273,VTI,Real Estate,0.028
1274,VTI,Technology,0.304
1275,VTI,Telecommunications,0.022
1276,VTI,Utilities,0.028
1277,VB,Basic Materials,0.038
1278,VB,Consumer Discretionary,0.158
1279,VB,Consumer Staples,0.036
1280,VB,Energy,0.066
1281,VB,Financials,0.138
1282,VB,Health Care,0.104
1283,VB,Industrials,0.218
1284,VB,Real Estate,0.071
1285,VB,Technology,0.126
1286,VB,Telecommunications,0.013
1287,VB,Utilities,0.032
1288,VONV,Basic Materials,0.036
1289,VONV,Consumer Discretionary,0.085
1290,VONV,Consumer Staples,0.079
1291,VONV,Energy,0.091
1292,VONV,Financials,0.194
1293,VONV,Health Care,0.144
1294,VONV,Industrials,0.152
1295,VONV,Real Estate,0.046
1296,VONV,Technology,0.076
1297,VONV,Telecommunications,0.043
1298,VONV,Utilities,0.054
1299,VNQ,Data Center REITs,0.091
1300,VNQ,Diversified Real Estate Activities,0.002
1301,VNQ,Diversified REITs,0.021
1302,VNQ,Health Care REITs,0.084
1303,VNQ,Hotel & Resort REITs,0.028
1304,VNQ,Industrial REITs,0.121
1305,VNQ,Multi-Family Residential REITs,0.086
1306,VNQ,Office REITs,0.043
1307,VNQ,Other Specialized REITs,0.061
1308,VNQ,Real Estate Development,0.002
1309,VNQ,Real Estate Operating Companies,0.004
1310,VNQ,Real Estate Services,0.064
1311,VNQ,Retail REITs,0.127
1312,VNQ,Self-Storage REITs,0.062
1313,VNQ,Single-Family Residential REITs,0.049
1314,VNQ,Telecom Tower REITs,0.129
1315,VNQ,Timber REITs,0.025
1316,VTSAX,Basic Materials,0.02
1317,VTSAX,Consumer Discretionary,0.141
1318,VTSAX,Consumer Staples,0.051
1319,VTSAX,Energy,0.048
1320,VTSAX,Financials,0.105
1321,VTSAX,Health Care,0.125
1322,VTSAX,Industrials,0.128
1323,VTSAX,Real Estate,0.028
1324,VTSAX,Technology,0.304
1325,VTSAX,Telecommunications,0.022
1326,VTSAX,Utilities,0.028
1327,VGSLX,Data Center REITs,0.091
1328,VGSLX,Diversified Real Estate Activities,0.002
1329,VGSLX,Diversified REITs,0.021
1330,VGSLX,Health Care REITs,0.084
1331,VGSLX,Hotel & Resort REITs,0.028
1332,VGSLX,Industrial REITs,0.121
1333,VGSLX,Multi-Family Residential REITs,0.086
1334,VGSLX,Office REITs,0.043
1335,VGSLX,Other Specialized REITs,0.061
1336,VGSLX,Real Estate Development,0.002
1337,VGSLX,Real Estate Operating Companies,0.004
1338,VGSLX,Real Estate Services,0.064
1339,VGSLX,Retail REITs,0.127
1340,VGSLX,Self-Storage REITs,0.062
1341,VGSLX,Single-Family Residential REITs,0.049
1342,VGSLX,Telecom Tower REITs,0.129
1343,VGSLX,Timber REITs,0.025
1344,VGWIX,Communication Services,0.045
1345,VGWIX,Consumer Discretionary,0.068
1346,VGWIX,Consumer Staples,0.071
1347,VGWIX,Energy,0.1
1348,VGWIX,Financials,0.236
1349,VGWIX,Health Care,0.15
1350,VGWIX,Industrials,0.082
1351,VGWIX,Information Technology,0.089
1352,VGWIX,Materials,0.02
1353,VGWIX,Real Estate,0.017
1354,VGWIX,Utilities,0.122
1355,VFVA,Basic Materials,0.064
1356,VFVA,Consumer Discretionary,0.176
1357,VFVA,Consumer Staples,0.058
1358,VFVA,Energy,0.125
1359,VFVA,Financials,0.269
1360,VFVA,Health Care,0.075
1361,VFVA,Industrials,0.133
1362,VFVA,Real Estate,0.002
1363,VFVA,Technology,0.058
1364,VFVA,Telecommunications,0.04
1365,VRGWX,Basic Materials,0.004
1366,VRGWX,Consumer Discretionary,0.191
1367,VRGWX,Consumer Staples,0.029
1368,VRGWX,Energy,0.007
1369,VRGWX,Financials,0.025
1370,VRGWX,Health Care,0.107
1371,VRGWX,Industrials,0.102
1372,VRGWX,Real Estate,0.009
1373,VRGWX,Technology,0.516
1374,VRGWX,Telecommunications,0.007
1375,VRGWX,Utilities,0.003
1376,VWUAX,Communication Services,0.149
1377,VWUAX,Consumer Discretionary,0.187
1378,VWUAX,Consumer Staples,0.011
1379,VWUAX,Energy,0.005
1380,VWUAX,Financials,0.095
1381,VWUAX,Health Care,0.107
1382,VWUAX,Industrials,0.038
1383,VWUAX,Information Technology,0.384
1384,VWUAX,Materials,0.001
1385,VWUAX,Real Estate,0.023
1386,VFAIX,Asset Management & Custody Banks,0.074
1387,VFAIX,Commercial & Residential Mortgage Financ,0.005
1388,VFAIX,Consumer Finance,0.039
1389,VFAIX,Diversified Banks,0.187
1390,VFAIX,Diversified Financial Services,0.01
1391,VFAIX,Financial Exchanges & Data,0.084
1392,VFAIX,Insurance Brokers,0.05
1393,VFAIX,Investment Banking & Brokerage,0.069
1394,VFAIX,Life & Health Insurance,0.035
1395,VFAIX,Mortgage REITs,0.009
1396,VFAIX,Multi-line Insurance,0.015
1397,VFAIX,Multi-Sector Holdings,0.087
1398,VFAIX,Property & Casualty Insurance,0.081
1399,VFAIX,Regional Banks,0.067
1400,VFAIX,Reinsurance,0.008
1401,VFAIX,Transaction & Payment Processing Service,0.18
1402,VEXAX,Communication Services,0.041
1403,VEXAX,Consumer Discretionary,0.108
1404,VEXAX,Consumer Staples,0.03
1405,VEXAX,Energy,0.055
1406,VEXAX,Financials,0.163
1407,VEXAX,Health Care,0.117
1408,VEXAX,Industrials,0.185
1409,VEXAX,Information Technology,0.182
1410,VEXAX,Materials,0.042
1411,VEXAX,Real Estate,0.058
1412,VEXAX,Utilities,0.019
1413,VBR,Basic Materials,0.051
1414,VBR,Consumer Discretionary,0.155
1415,VBR,Consumer Staples,0.035
1416,VBR,Energy,0.059
1417,VBR,Financials,0.21
1418,VBR,Health Care,0.056
1419,VBR,Industrials,0.237
1420,VBR,Real Estate,0.084
1421,VBR,Technology,0.057
1422,VBR,Telecommunications,0.01
1423,VBR,Utilities,0.046
1424,VUIAX,Electric Utilities,0.623
1425,VUIAX,Gas Utilities,0.043
1426,VUIAX,Independent Power Producers & Energy Traders,0.021
1427,VUIAX,Multi-Utilities,0.262
1428,VUIAX,Renewable Electricity,0.01
1429,VUIAX,Water Utilities,0.041
1430,VGHAX,Biotechnology,0.201
1431,VGHAX,Health Care Equipment,0.1
1432,VGHAX,Health Care Facilities,0.024
1433,VGHAX,Health Care Services,0.018
1434,VGHAX,Health Care Supplies,0.011
1435,VGHAX,Health Care Technology,0.002
1436,VGHAX,Life Sciences Tools & Services,0.078
1437,VGHAX,Managed Health Care,0.155
1438,VGHAX,Pharmaceuticals,0.41
1439,VBK,Basic Materials,0.02
1440,VBK,Consumer Discretionary,0.16
1441,VBK,Consumer Staples,0.036
1442,VBK,Energy,0.076
1443,VBK,Financials,0.043
1444,VBK,Health Care,0.169
1445,VBK,Industrials,0.193
1446,VBK,Real Estate,0.055
1447,VBK,Technology,0.217
1448,VBK,Telecommunications,0.017
1449,VBK,Utilities,0.014
1450,VGHCX,Biotechnology,0.201
1451,VGHCX,Health Care Equipment,0.1
1452,VGHCX,Health Care Facilities,0.024
1453,VGHCX,Health Care Services,0.018
1454,VGHCX,Health Care Supplies,0.011
1455,VGHCX,Health Care Technology,0.002
1456,VGHCX,Life Sciences Tools & Services,0.078
1457,VGHCX,Managed Health Care,0.155
1458,VGHCX,Pharmaceuticals,0.41
1459,VSPGX,Communication Services,0.075
1460,VSPGX,Consumer Discretionary,0.102
1461,VSPGX,Consumer Staples,0.064
1462,VSPGX,Energy,0.069
1463,VSPGX,Financials,0.075
1464,VSPGX,Health Care,0.172
1465,VSPGX,Industrials,0.052
1466,VSPGX,Information Technology,0.359
1467,VSPGX,Materials,0.019
1468,VSPGX,Real Estate,0.008
1469,VSPGX,Utilities,0.005
1470,VIVIX,Basic Materials,0.021
1471,VIVIX,Consumer Discretionary,0.055
1472,VIVIX,Consumer Staples,0.109
1473,VIVIX,Energy,0.081
1474,VIVIX,Financials,0.191
1475,VIVIX,Health Care,0.18
1476,VIVIX,Industrials,0.15
1477,VIVIX,Real Estate,0.03
1478,VIVIX,Technology,0.085
1479,VIVIX,Telecommunications,0.039
1480,VIVIX,Utilities,0.059
1481,VSMPX,Basic Materials,0.02
1482,VSMPX,Consumer Discretionary,0.141
1483,VSMPX,Consumer Staples,0.051
1484,VSMPX,Energy,0.048
1485,VSMPX,Financials,0.105
1486,VSMPX,Health Care,0.125
1487,VSMPX,Industrials,0.128
1488,VSMPX,Real Estate,0.028
1489,VSMPX,Technology,0.304
1490,VSMPX,Telecommunications,0.022
1491,VSMPX,Utilities,0.028
1492,VGSNX,Data Center REITs,0.091
1493,VGSNX,Diversified Real Estate Activities,0.002
1494,VGSNX,Diversified REITs,0.021
1495,VGSNX,Health Care REITs,0.084
1496,VGSNX,Hotel & Resort REITs,0.028
1497,VGSNX,Industrial REITs,0.121
1498,VGSNX,Multi-Family Residential REITs,0.086
1499,VGSNX,Office REITs,0.043
1500,VGSNX,Other Specialized REITs,0.061
1501,VGSNX,Real Estate Development,0.002
1502,VGSNX,Real Estate Operating Companies,0.004
1503,VGSNX,Real Estate Services,0.064
1504,VGSNX,Retail REITs,0.127
1505,VGSNX,Self-Storage REITs,0.062
1506,VGSNX,Single-Family Residential REITs,0.049
1507,VGSNX,Telecom Tower REITs,0.129
1508,VGSNX,Timber REITs,0.025
1509,VMVAX,Basic Materials,0.058
1510,VMVAX,Consumer Discretionary,0.124
1511,VMVAX,Consumer Staples,0.075
1512,VMVAX,Energy,0.036
1513,VMVAX,Financials,0.182
1514,VMVAX,Health Care,0.079
1515,VMVAX,Industrials,0.167
1516,VMVAX,Real Estate,0.096
1517,VMVAX,Technology,0.052
1518,VMVAX,Utilities,0.131
1519,VMGMX,Basic Materials,0.019
1520,VMGMX,Consumer Discretionary,0.134
1521,VMGMX,Consumer Staples,0.021
1522,VMGMX,Energy,0.08
1523,VMGMX,Financials,0.068
1524,VMGMX,Health Care,0.118
1525,VMGMX,Industrials,0.198
1526,VMGMX,Real Estate,0.071
1527,VMGMX,Technology,0.233
1528,VMGMX,Telecommunications,0.039
1529,VMGMX,Utilities,0.019
1530,VINIX,Communication Services,0.087
1531,VINIX,Consumer Discretionary,0.106
1532,VINIX,Consumer Staples,0.066
1533,VINIX,Energy,0.045
1534,VINIX,Financials,0.127
1535,VINIX,Health Care,0.132
1536,VINIX,Industrials,0.083
1537,VINIX,Information Technology,0.281
1538,VINIX,Materials,0.024
1539,VINIX,Real Estate,0.024
1540,VINIX,Utilities,0.025
1541,VONE,Basic Materials,0.019
1542,VONE,Consumer Discretionary,0.141
1543,VONE,Consumer Staples,0.052
1544,VONE,Energy,0.046
1545,VONE,Financials,0.104
1546,VONE,Health Care,0.124
1547,VONE,Industrials,0.126
1548,VONE,Real Estate,0.026
1549,VONE,Technology,0.311
1550,VONE,Telecommunications,0.024
1551,VONE,Utilities,0.027
1552,VTMFX,Basic Materials,0.016
1553,VTMFX,Consumer Discretionary,0.143
1554,VTMFX,Consumer Staples,0.05
1555,VTMFX,Energy,0.046
1556,VTMFX,Financials,0.103
1557,VTMFX,Health Care,0.123
1558,VTMFX,Industrials,0.127
1559,VTMFX,Real Estate,0.025
1560,VTMFX,Technology,0.314
